類別,盛產月份,名稱,品種名稱,主要生產-縣市別,主要生產-鄉鎮市別
蔬菜,1,青蔥,日蔥,宜蘭縣,壯圍鄉
蔬菜,1,洋蔥,早玉、勝早玉、德州505，606，806號等,彰化縣,伸港鄉
蔬菜,1,洋蔥,早玉、勝早玉、德州505，606，806號等,彰化縣,大城鄉
蔬菜,1,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,枋山鄉
蔬菜,1,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,恆春鎮
蔬菜,1,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,車城鄉
蔬菜,1,菇類,香菇,桃園縣,復興鄉
蔬菜,1,菇類,香菇,台中市,新社區
蔬菜,1,菇類,香菇,南投縣,埔里鎮
蔬菜,1,菇類,香菇,南投縣,水里鄉
蔬菜,1,菇類,香菇,南投縣,魚池鄉
蔬菜,1,菇類,香菇,南投縣,竹山鎮
蔬菜,1,菇類,香菇,花蓮縣,富里鄉
蔬菜,1,菇類,金針菇,台中市,霧峰區
蔬菜,1,菇類,金針菇,彰化縣,溪湖鎮
蔬菜,1,菇類,金針菇,南投縣,草屯鎮
蔬菜,1,菇類,杏鮑菇,台中市,新社區
蔬菜,1,菇類,杏鮑菇,台中市,霧峰區
蔬菜,1,菇類,杏鮑菇,彰化縣,埔心鄉
蔬菜,1,菇類,杏鮑菇,彰化縣,大村鄉
蔬菜,1,菇類,杏鮑菇,南投縣,埔里鎮
蔬菜,1,菇類,杏鮑菇,南投縣,魚池鄉
蔬菜,1,甘藍,初秋,彰化縣,溪湖鎮
蔬菜,1,甘藍,初秋,彰化縣,竹塘鄉
蔬菜,1,甘藍,初秋,彰化縣,大城鄉
蔬菜,1,甘藍,初秋,雲林縣,元長鄉
蔬菜,1,甘藍,初秋,雲林縣,土庫鎮
蔬菜,1,甘藍,初秋,雲林縣,褒忠鄉
蔬菜,1,甘藍,初秋,雲林縣,崙背鄉
蔬菜,1,甘藍,初秋,雲林縣,水林鄉
蔬菜,1,甘藍,初秋,雲林縣,四湖鄉
蔬菜,1,甘藍,初秋,嘉義縣,鹿草鄉
蔬菜,1,甘藍,初秋,嘉義縣,六腳鄉
蔬菜,1,甘藍,初秋,嘉義縣,新港鄉
蔬菜,1,甘藍,初秋,嘉義縣,義竹鄉
蔬菜,1,結球白菜,早春及28號,彰化縣,埔心鄉
蔬菜,1,結球白菜,早春及28號,彰化縣,溪湖鎮
蔬菜,1,結球白菜,早春及28號,彰化縣,埔鹽鄉
蔬菜,1,結球白菜,早春及28號,彰化縣,竹塘鄉
蔬菜,1,結球白菜,早春及28號,彰化縣,大城鄉
蔬菜,1,結球白菜,早春及28號,雲林縣,竹塘鄉
蔬菜,1,結球白菜,早春及28號,雲林縣,二崙鄉
蔬菜,1,結球白菜,早春及28號,雲林縣,水林鄉
蔬菜,1,結球白菜,早春及28號,雲林縣,四湖鄉
蔬菜,1,結球白菜,早春及28號,雲林縣,元長鄉
蔬菜,1,結球白菜,早春及28號,雲林縣,崙背鄉
蔬菜,1,結球白菜,早春及28號,雲林縣,西螺鎮
蔬菜,1,結球白菜,早春及28號,雲林縣,土庫鎮
蔬菜,1,結球白菜,早春及28號,嘉義縣,新港鄉
蔬菜,1,結球白菜,早春及28號,嘉義縣,六腳鄉
蔬菜,1,花椰菜,75號、80號及冬防種,苗栗縣,後龍鎮
蔬菜,1,花椰菜,75號、80號及冬防種,彰化縣,鹿港鎮
蔬菜,1,花椰菜,75號、80號及冬防種,彰化縣,竹塘鄉
蔬菜,1,花椰菜,75號、80號及冬防種,彰化縣,埤頭鄉
蔬菜,1,花椰菜,75號、80號及冬防種,彰化縣,溪湖鎮
蔬菜,1,花椰菜,75號、80號及冬防種,彰化縣,永靖鄉
蔬菜,1,花椰菜,75號、80號及冬防種,彰化縣,大城鄉
蔬菜,1,花椰菜,75號、80號及冬防種,雲林縣,大埤鄉
蔬菜,1,花椰菜,75號、80號及冬防種,雲林縣,西螺鎮
蔬菜,1,花椰菜,75號、80號及冬防種,雲林縣,二崙鄉
蔬菜,1,花椰菜,75號、80號及冬防種,嘉義縣,新港鄉
蔬菜,1,花椰菜,75號、80號及冬防種,嘉義縣,六腳鄉
蔬菜,1,花椰菜,75號、80號及冬防種,台南市,安南區
蔬菜,1,花椰菜,75號、80號及冬防種,高雄市,路竹區
蔬菜,1,花椰菜,75號、80號及冬防種,高雄市,楠梓區
蔬菜,1,結球萵苣,3號及6號,彰化縣,埤頭鄉
蔬菜,1,結球萵苣,3號及6號,彰化縣,竹塘鄉
蔬菜,1,結球萵苣,3號及6號,彰化縣,大城鄉
蔬菜,1,結球萵苣,3號及6號,彰化縣,溪湖鎮
蔬菜,1,結球萵苣,3號及6號,雲林縣,土庫鎮
蔬菜,1,結球萵苣,3號及6號,雲林縣,二崙鄉
蔬菜,1,結球萵苣,3號及6號,雲林縣,元長鄉
蔬菜,1,結球萵苣,3號及6號,雲林縣,西螺鎮
蔬菜,1,結球萵苣,3號及6號,雲林縣,崙背鄉
蔬菜,1,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,二林鎮
蔬菜,1,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,芳苑鄉
蔬菜,1,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,福興鄉
蔬菜,1,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,南投縣,埔里鎮
蔬菜,1,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,雲林縣,台西鄉
蔬菜,1,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,嘉義縣,布袋鎮
蔬菜,1,胡蘿蔔,新黑田五寸、五寸、向陽、理想,彰化縣,芳苑鄉
蔬菜,1,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,四湖鄉
蔬菜,1,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,東勢鄉
蔬菜,1,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,佳里區
蔬菜,1,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,西港區
蔬菜,1,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,將軍區
蔬菜,1,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,雲林縣,崙背鄉
蔬菜,1,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,後壁區
蔬菜,1,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,東山區
蔬菜,1,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,七股區
蔬菜,1,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,高雄市,路竹區
蔬菜,1,胡瓜,清綠、飛燕、春燕、喜燕,苗栗縣,大湖鄉
蔬菜,1,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,大寮區
蔬菜,1,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,美濃區
蔬菜,1,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,九如鄉
蔬菜,1,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,里港鄉
蔬菜,1,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,高樹鄉
蔬菜,1,豌豆,台中11、13號,彰化縣,芳苑鄉
蔬菜,1,豌豆,台中11、13號,彰化縣,二林鎮
蔬菜,1,豌豆,台中11、13號,彰化縣,竹塘鄉
蔬菜,1,甜椒,藍星、銘星、天王星、麗妃,南投縣,信義鄉
蔬菜,1,甜椒,藍星、銘星、天王星、麗妃,南投縣,仁愛鄉
蔬菜,1,甜椒,藍星、銘星、天王星、麗妃,南投縣,埔里鎮
蔬菜,1,甜椒,藍星、銘星、天王星、麗妃,雲林縣,莿桐鄉
蔬菜,1,甜椒,藍星、銘星、天王星、麗妃,高雄市,美濃區
蔬菜,1,甜椒,藍星、銘星、天王星、麗妃,屏東縣,高樹鄉
蔬菜,1,辣椒,萬家香、麗香,彰化縣,芳苑鄉
蔬菜,1,辣椒,萬家香、麗香,嘉義縣,新港鄉
蔬菜,1,辣椒,萬家香、麗香,高雄市,美濃區
蔬菜,1,辣椒,萬家香、麗香,屏東縣,高樹鄉
蔬菜,1,辣椒,萬家香、麗香,屏東縣,鹽埔鄉
蔬菜,1,辣椒,萬家香、麗香,花蓮縣,鳳林鎮
蔬菜,1,番茄,大果番茄、小果番茄、加工番茄,南投縣,信義鄉
蔬菜,1,番茄,大果番茄、小果番茄、加工番茄,雲林縣,崙背鄉
蔬菜,1,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,民雄鄉
蔬菜,1,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,六腳鄉
蔬菜,1,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,太保市
蔬菜,1,番茄,大果番茄、小果番茄、加工番茄,高雄市,路竹區
蔬菜,1,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,台中市,和平區
蔬菜,1,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,南投縣,仁愛鄉
蔬菜,1,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,西螺鎮
蔬菜,1,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,二崙鄉
蔬菜,1,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,元長鄉
蔬菜,1,芥菜,包心芥菜,苗栗縣,西湖鄉
蔬菜,1,芥菜,包心芥菜,苗栗縣,公館鄉
蔬菜,1,芥菜,包心芥菜,彰化縣,大城鄉
蔬菜,1,芥菜,包心芥菜,彰化縣,竹塘鄉
蔬菜,1,芥菜,包心芥菜,雲林縣,斗南鎮
蔬菜,1,芥菜,包心芥菜,雲林縣,虎尾鎮
蔬菜,1,芥菜,包心芥菜,雲林縣,大埤鄉
蔬菜,1,芥菜,包心芥菜,雲林縣,二崙鄉
蔬菜,1,芥菜,包心芥菜,雲林縣,西螺鎮
蔬菜,1,芥菜,包心芥菜,嘉義縣,太保市
蔬菜,1,芥菜,包心芥菜,嘉義縣,朴子市
蔬菜,1,芥菜,包心芥菜,嘉義縣,水上鄉
蔬菜,1,芥菜,包心芥菜,嘉義縣,新港鄉
蔬菜,1,芥菜,包心芥菜,嘉義縣,民雄鄉
蔬菜,1,芥菜,包心芥菜,嘉義縣,大林鎮
蔬菜,1,芥菜,包心芥菜,台南市,下營區
蔬菜,1,芥菜,包心芥菜,台南市,白河區
蔬菜,2,大蒜,和美種,彰化縣,伸港鄉
蔬菜,2,大蒜,和美種,雲林縣,麥寮鄉
蔬菜,2,大蒜,和美種,雲林縣,東勢鄉
蔬菜,2,大蒜,和美種,雲林縣,台西鄉
蔬菜,2,大蒜,和美種,台南市,七股區
蔬菜,2,大蒜,和美種,台南市,安南區
蔬菜,2,青蔥,日蔥,宜蘭縣,壯圍鄉
蔬菜,2,洋蔥,早玉、勝早玉、德州505，606，806號等,彰化縣,伸港鄉
蔬菜,2,洋蔥,早玉、勝早玉、德州505，606，806號等,彰化縣,大城鄉
蔬菜,2,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,車城鄉
蔬菜,2,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,恆春鎮
蔬菜,2,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,枋山鄉
蔬菜,2,菇類,香菇,桃園縣,復興鄉
蔬菜,2,菇類,香菇,台中市,新社區
蔬菜,2,菇類,香菇,南投縣,魚池鄉
蔬菜,2,菇類,香菇,南投縣,竹山鎮
蔬菜,2,菇類,香菇,南投縣,埔里鎮
蔬菜,2,菇類,香菇,南投縣,水里鄉
蔬菜,2,菇類,香菇,花蓮縣,富里鄉
蔬菜,2,菇類,金針菇,台中市,霧峰區
蔬菜,2,菇類,金針菇,彰化縣,溪湖鎮
蔬菜,2,菇類,金針菇,南投縣,草屯鎮
蔬菜,2,菇類,杏鮑菇,台中市,新社區
蔬菜,2,菇類,杏鮑菇,台中市,霧峰區
蔬菜,2,菇類,杏鮑菇,彰化縣,埔心鄉
蔬菜,2,菇類,杏鮑菇,彰化縣,大村鄉
蔬菜,2,菇類,杏鮑菇,南投縣,埔里鎮
蔬菜,2,菇類,杏鮑菇,南投縣,魚池鄉
蔬菜,2,甘藍,初秋,彰化縣,溪湖鎮
蔬菜,2,甘藍,初秋,彰化縣,竹塘鄉
蔬菜,2,甘藍,初秋,彰化縣,大城鄉
蔬菜,2,甘藍,初秋,雲林縣,元長鄉
蔬菜,2,甘藍,初秋,雲林縣,土庫鎮
蔬菜,2,甘藍,初秋,雲林縣,褒忠鄉
蔬菜,2,甘藍,初秋,雲林縣,崙背鄉
蔬菜,2,甘藍,初秋,雲林縣,四湖鄉
蔬菜,2,甘藍,初秋,雲林縣,水林鄉
蔬菜,2,甘藍,初秋,嘉義縣,鹿草鄉
蔬菜,2,甘藍,初秋,嘉義縣,六腳鄉
蔬菜,2,甘藍,初秋,嘉義縣,新港鄉
蔬菜,2,甘藍,初秋,嘉義縣,義竹鄉
蔬菜,2,結球白菜,早春及28號,彰化縣,埔心鄉
蔬菜,2,結球白菜,早春及28號,彰化縣,溪湖鎮
蔬菜,2,結球白菜,早春及28號,彰化縣,埔鹽鄉
蔬菜,2,結球白菜,早春及28號,彰化縣,竹塘鄉
蔬菜,2,結球白菜,早春及28號,彰化縣,大城鄉
蔬菜,2,結球白菜,早春及28號,雲林縣,竹塘鄉
蔬菜,2,結球白菜,早春及28號,雲林縣,水林鄉
蔬菜,2,結球白菜,早春及28號,雲林縣,二崙鄉
蔬菜,2,結球白菜,早春及28號,雲林縣,四湖鄉
蔬菜,2,結球白菜,早春及28號,雲林縣,元長鄉
蔬菜,2,結球白菜,早春及28號,雲林縣,崙背鄉
蔬菜,2,結球白菜,早春及28號,雲林縣,西螺鎮
蔬菜,2,結球白菜,早春及28號,雲林縣,土庫鎮
蔬菜,2,結球白菜,早春及28號,嘉義縣,新港鄉
蔬菜,2,結球白菜,早春及28號,嘉義縣,六腳鄉
蔬菜,2,花椰菜,75號、80號及冬防種,苗栗縣,後龍鎮
蔬菜,2,花椰菜,75號、80號及冬防種,彰化縣,鹿港鎮
蔬菜,2,花椰菜,75號、80號及冬防種,彰化縣,竹塘鄉
蔬菜,2,花椰菜,75號、80號及冬防種,彰化縣,埤頭鄉
蔬菜,2,花椰菜,75號、80號及冬防種,彰化縣,溪湖鎮
蔬菜,2,花椰菜,75號、80號及冬防種,彰化縣,永靖鄉
蔬菜,2,花椰菜,75號、80號及冬防種,彰化縣,大城鄉
蔬菜,2,花椰菜,75號、80號及冬防種,雲林縣,大埤鄉
蔬菜,2,花椰菜,75號、80號及冬防種,雲林縣,西螺鎮
蔬菜,2,花椰菜,75號、80號及冬防種,雲林縣,二崙鄉
蔬菜,2,花椰菜,75號、80號及冬防種,嘉義縣,新港鄉
蔬菜,2,花椰菜,75號、80號及冬防種,嘉義縣,六腳鄉
蔬菜,2,花椰菜,75號、80號及冬防種,台南市,安南區
蔬菜,2,花椰菜,75號、80號及冬防種,高雄市,路竹區
蔬菜,2,花椰菜,75號、80號及冬防種,高雄市,楠梓區
蔬菜,2,結球萵苣,3號及6號,彰化縣,埤頭鄉
蔬菜,2,結球萵苣,3號及6號,彰化縣,竹塘鄉
蔬菜,2,結球萵苣,3號及6號,彰化縣,大城鄉
蔬菜,2,結球萵苣,3號及6號,彰化縣,溪湖鎮
蔬菜,2,結球萵苣,3號及6號,雲林縣,土庫鎮
蔬菜,2,結球萵苣,3號及6號,雲林縣,二崙鄉
蔬菜,2,結球萵苣,3號及6號,雲林縣,元長鄉
蔬菜,2,結球萵苣,3號及6號,雲林縣,西螺鎮
蔬菜,2,結球萵苣,3號及6號,雲林縣,崙背鄉
蔬菜,2,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,二林鎮
蔬菜,2,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,芳苑鄉
蔬菜,2,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,福興鄉
蔬菜,2,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,南投縣,埔里鎮
蔬菜,2,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,雲林縣,台西鄉
蔬菜,2,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,嘉義縣,布袋鎮
蔬菜,2,胡蘿蔔,新黑田五寸、五寸、向陽、理想,彰化縣,芳苑鄉
蔬菜,2,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,四湖鄉
蔬菜,2,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,東勢鄉
蔬菜,2,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,佳里區
蔬菜,2,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,西港區
蔬菜,2,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,將軍區
蔬菜,2,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,雲林縣,崙背鄉
蔬菜,2,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,七股區
蔬菜,2,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,後壁區
蔬菜,2,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,東山區
蔬菜,2,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,高雄市,路竹區
蔬菜,2,胡瓜,清綠、飛燕、春燕、喜燕,苗栗縣,大湖鄉
蔬菜,2,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,大寮區
蔬菜,2,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,美濃區
蔬菜,2,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,里港鄉
蔬菜,2,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,九如鄉
蔬菜,2,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,高樹鄉
蔬菜,2,豌豆,台中11、13號,彰化縣,芳苑鄉
蔬菜,2,豌豆,台中11、13號,彰化縣,二林鎮
蔬菜,2,豌豆,台中11、13號,彰化縣,竹塘鄉
蔬菜,2,毛豆,高雄選1-9號,彰化縣,芳苑鄉
蔬菜,2,毛豆,高雄選1-9號,彰化縣,大城鄉
蔬菜,2,毛豆,高雄選1-9號,雲林縣,東勢鄉
蔬菜,2,毛豆,高雄選1-9號,雲林縣,四湖鄉
蔬菜,2,毛豆,高雄選1-9號,雲林縣,元長鄉
蔬菜,2,毛豆,高雄選1-9號,屏東縣,鹽埔鄉
蔬菜,2,甜椒,藍星、銘星、天王星、麗妃,南投縣,信義鄉
蔬菜,2,甜椒,藍星、銘星、天王星、麗妃,南投縣,仁愛鄉
蔬菜,2,甜椒,藍星、銘星、天王星、麗妃,南投縣,埔里鎮
蔬菜,2,甜椒,藍星、銘星、天王星、麗妃,雲林縣,莿桐鄉
蔬菜,2,甜椒,藍星、銘星、天王星、麗妃,高雄市,美濃區
蔬菜,2,甜椒,藍星、銘星、天王星、麗妃,屏東縣,高樹鄉
蔬菜,2,辣椒,萬家香、麗香,彰化縣,芳苑鄉
蔬菜,2,辣椒,萬家香、麗香,嘉義縣,新港鄉
蔬菜,2,辣椒,萬家香、麗香,高雄市,美濃區
蔬菜,2,辣椒,萬家香、麗香,屏東縣,鹽埔鄉
蔬菜,2,辣椒,萬家香、麗香,屏東縣,高樹鄉
蔬菜,2,辣椒,萬家香、麗香,花蓮縣,鳳林鎮
蔬菜,2,番茄,大果番茄、小果番茄、加工番茄,南投縣,信義鄉
蔬菜,2,番茄,大果番茄、小果番茄、加工番茄,雲林縣,崙背鄉
蔬菜,2,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,民雄鄉
蔬菜,2,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,六腳鄉
蔬菜,2,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,太保市
蔬菜,2,番茄,大果番茄、小果番茄、加工番茄,高雄市,路竹區
蔬菜,2,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,台中市,和平區
蔬菜,2,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,南投縣,仁愛鄉
蔬菜,2,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,西螺鎮
蔬菜,2,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,二崙鄉
蔬菜,2,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,元長鄉
蔬菜,2,芥菜,包心芥菜,苗栗縣,公館鄉
蔬菜,2,芥菜,包心芥菜,苗栗縣,西湖鄉
蔬菜,2,芥菜,包心芥菜,彰化縣,大城鄉
蔬菜,2,芥菜,包心芥菜,彰化縣,竹塘鄉
蔬菜,2,芥菜,包心芥菜,雲林縣,斗南鎮
蔬菜,2,芥菜,包心芥菜,雲林縣,大埤鄉
蔬菜,2,芥菜,包心芥菜,雲林縣,虎尾鎮
蔬菜,2,芥菜,包心芥菜,雲林縣,二崙鄉
蔬菜,2,芥菜,包心芥菜,雲林縣,西螺鎮
蔬菜,2,芥菜,包心芥菜,嘉義縣,太保市
蔬菜,2,芥菜,包心芥菜,嘉義縣,朴子市
蔬菜,2,芥菜,包心芥菜,嘉義縣,水上鄉
蔬菜,2,芥菜,包心芥菜,嘉義縣,民雄鄉
蔬菜,2,芥菜,包心芥菜,嘉義縣,新港鄉
蔬菜,2,芥菜,包心芥菜,嘉義縣,大林鎮
蔬菜,2,芥菜,包心芥菜,台南市,白河區
蔬菜,2,芥菜,包心芥菜,台南市,下營區
蔬菜,3,大蒜,和美種,彰化縣,伸港鄉
蔬菜,3,大蒜,和美種,雲林縣,麥寮鄉
蔬菜,3,大蒜,和美種,雲林縣,東勢鄉
蔬菜,3,大蒜,和美種,雲林縣,台西鄉
蔬菜,3,大蒜,和美種,台南市,七股區
蔬菜,3,大蒜,和美種,台南市,安南區
蔬菜,3,大蒜,大片黑,雲林縣,麥寮鄉
蔬菜,3,大蒜,大片黑,雲林縣,莿桐鄉
蔬菜,3,大蒜,大片黑,雲林縣,北港鎮
蔬菜,3,大蒜,大片黑,雲林縣,水林鄉
蔬菜,3,大蒜,大片黑,雲林縣,元長鄉
蔬菜,3,大蒜,大片黑,雲林縣,四湖鄉
蔬菜,3,大蒜,大片黑,雲林縣,虎尾鎮
蔬菜,3,大蒜,大片黑,雲林縣,土庫鎮
蔬菜,3,青蔥,日蔥,宜蘭縣,壯圍鄉
蔬菜,3,洋蔥,早玉、勝早玉、德州505，606，806號等,彰化縣,伸港鄉
蔬菜,3,洋蔥,早玉、勝早玉、德州505，606，806號等,彰化縣,大城鄉
蔬菜,3,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,車城鄉
蔬菜,3,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,枋山鄉
蔬菜,3,洋蔥,早玉、勝早玉、德州505，606，806號等,屏東縣,恆春鎮
蔬菜,3,菇類,香菇,桃園縣,復興鄉
蔬菜,3,菇類,香菇,台中市,新社區
蔬菜,3,菇類,香菇,南投縣,魚池鄉
蔬菜,3,菇類,香菇,南投縣,竹山鎮
蔬菜,3,菇類,香菇,南投縣,埔里鎮
蔬菜,3,菇類,香菇,南投縣,水里鄉
蔬菜,3,菇類,香菇,花蓮縣,富里鄉
蔬菜,3,菇類,金針菇,台中市,霧峰區
蔬菜,3,菇類,金針菇,彰化縣,溪湖鎮
蔬菜,3,菇類,金針菇,南投縣,草屯鎮
蔬菜,3,菇類,杏鮑菇,台中市,新社區
蔬菜,3,菇類,杏鮑菇,台中市,霧峰區
蔬菜,3,菇類,杏鮑菇,彰化縣,埔心鄉
蔬菜,3,菇類,杏鮑菇,彰化縣,大村鄉
蔬菜,3,菇類,杏鮑菇,南投縣,埔里鎮
蔬菜,3,菇類,杏鮑菇,南投縣,魚池鄉
蔬菜,3,甘藍,初秋,彰化縣,溪湖鎮
蔬菜,3,甘藍,初秋,彰化縣,竹塘鄉
蔬菜,3,甘藍,初秋,彰化縣,大城鄉
蔬菜,3,甘藍,初秋,雲林縣,元長鄉
蔬菜,3,甘藍,初秋,雲林縣,土庫鎮
蔬菜,3,甘藍,初秋,雲林縣,四湖鄉
蔬菜,3,甘藍,初秋,雲林縣,水林鄉
蔬菜,3,甘藍,初秋,雲林縣,褒忠鄉
蔬菜,3,甘藍,初秋,雲林縣,崙背鄉
蔬菜,3,甘藍,初秋,嘉義縣,鹿草鄉
蔬菜,3,甘藍,初秋,嘉義縣,六腳鄉
蔬菜,3,甘藍,初秋,嘉義縣,新港鄉
蔬菜,3,甘藍,初秋,嘉義縣,義竹鄉
蔬菜,3,結球白菜,早春及28號,彰化縣,埔心鄉
蔬菜,3,結球白菜,早春及28號,彰化縣,溪湖鎮
蔬菜,3,結球白菜,早春及28號,彰化縣,埔鹽鄉
蔬菜,3,結球白菜,早春及28號,彰化縣,竹塘鄉
蔬菜,3,結球白菜,早春及28號,彰化縣,大城鄉
蔬菜,3,結球白菜,早春及28號,雲林縣,竹塘鄉
蔬菜,3,結球白菜,早春及28號,雲林縣,崙背鄉
蔬菜,3,結球白菜,早春及28號,雲林縣,西螺鎮
蔬菜,3,結球白菜,早春及28號,雲林縣,二崙鄉
蔬菜,3,結球白菜,早春及28號,雲林縣,水林鄉
蔬菜,3,結球白菜,早春及28號,雲林縣,四湖鄉
蔬菜,3,結球白菜,早春及28號,雲林縣,元長鄉
蔬菜,3,結球白菜,早春及28號,雲林縣,土庫鎮
蔬菜,3,結球白菜,早春及28號,嘉義縣,新港鄉
蔬菜,3,結球白菜,早春及28號,嘉義縣,六腳鄉
蔬菜,3,花椰菜,75號、80號及冬防種,苗栗縣,後龍鎮
蔬菜,3,花椰菜,75號、80號及冬防種,彰化縣,鹿港鎮
蔬菜,3,花椰菜,75號、80號及冬防種,彰化縣,竹塘鄉
蔬菜,3,花椰菜,75號、80號及冬防種,彰化縣,埤頭鄉
蔬菜,3,花椰菜,75號、80號及冬防種,彰化縣,溪湖鎮
蔬菜,3,花椰菜,75號、80號及冬防種,彰化縣,永靖鄉
蔬菜,3,花椰菜,75號、80號及冬防種,彰化縣,大城鄉
蔬菜,3,花椰菜,75號、80號及冬防種,雲林縣,大埤鄉
蔬菜,3,花椰菜,75號、80號及冬防種,雲林縣,二崙鄉
蔬菜,3,花椰菜,75號、80號及冬防種,雲林縣,西螺鎮
蔬菜,3,花椰菜,75號、80號及冬防種,嘉義縣,新港鄉
蔬菜,3,花椰菜,75號、80號及冬防種,嘉義縣,六腳鄉
蔬菜,3,花椰菜,75號、80號及冬防種,台南市,安南區
蔬菜,3,花椰菜,75號、80號及冬防種,高雄市,路竹區
蔬菜,3,花椰菜,75號、80號及冬防種,高雄市,楠梓區
蔬菜,3,結球萵苣,3號及6號,彰化縣,埤頭鄉
蔬菜,3,結球萵苣,3號及6號,彰化縣,竹塘鄉
蔬菜,3,結球萵苣,3號及6號,彰化縣,大城鄉
蔬菜,3,結球萵苣,3號及6號,彰化縣,溪湖鎮
蔬菜,3,結球萵苣,3號及6號,雲林縣,土庫鎮
蔬菜,3,結球萵苣,3號及6號,雲林縣,西螺鎮
蔬菜,3,結球萵苣,3號及6號,雲林縣,崙背鄉
蔬菜,3,結球萵苣,3號及6號,雲林縣,二崙鄉
蔬菜,3,結球萵苣,3號及6號,雲林縣,元長鄉
蔬菜,3,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,二林鎮
蔬菜,3,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,芳苑鄉
